competition,gender, game, rank, name, nation,,
swimming,M,Road cycling,1928 Amsterdam,2, Frank Southall, Great Britain,
swimming,M,Road cycling,1928 Amsterdam,3, Gösta Carlsson, Sweden,
swimming,M,Road cycling,1932 Los Angeles,1, Attilio Pavesi, Italy,
swimming,M,Road cycling,1932 Los Angeles,2, Guglielmo Segato, Italy,
swimming,M,Road cycling,1932 Los Angeles,3, Bernhard Britz, Sweden,
swimming,M,Road cycling,1936 Berlin,1, Robert Charpentier, France,
swimming,M,Road cycling,1936 Berlin,2, Guy Lapébie, France,
swimming,M,Road cycling,1936 Berlin,3, Ernst Nievergelt, Switzerland,
swimming,M,Road cycling,1948 London,1, José Beyaert, France,
swimming,M,Road cycling,1948 London,2, Gerrit Voorting, Netherlands,
swimming,M,Road cycling,1948 London,3, Lode Wouters, Belgium,
swimming,M,Road cycling,1952 Helsinki,1, André Noyelle, Belgium,
swimming,M,Road cycling,1952 Helsinki,2, Robert Grondelaers, Belgium,
swimming,M,Road cycling,1952 Helsinki,3, Edi Ziegler, Germany,
swimming,M,Road cycling,1956 Melbourne,1, Ercole Baldini, Italy,
swimming,M,Road cycling,1956 Melbourne,2, Arnaud Geyre, France,
swimming,M,Road cycling,1956 Melbourne,3, Alan Jackson, Great Britain,
swimming,M,Road cycling,1960 Rome,1, Viktor Kapitonov, Soviet Union,
swimming,M,Road cycling,1960 Rome,2, Livio Trapè, Italy,
swimming,M,Road cycling,1960 Rome,3, Willy van den Berghen, Belgium,
swimming,M,Road cycling,1964 Tokyo,1, Mario Zanin, Italy,
swimming,M,Road cycling,1964 Tokyo,2, Kjell Rodian, Denmark,
swimming,M,Road cycling,1964 Tokyo,3, Walter Godefroot, Belgium,
swimming,M,Road cycling,1968 Mexico City,1, Pierfranco Vianelli, Italy,
swimming,M,Road cycling,1968 Mexico City,2, Leif Mortensen, Denmark,
swimming,M,Road cycling,1968 Mexico City,3, Gösta Pettersson, Sweden,
swimming,M,Road cycling,1972 Munich,1, Hennie Kuiper, Netherlands,
swimming,M,Road cycling,1972 Munich,2, Clyde Sefton, Australia,
swimming,M,Road cycling,1976 Montreal,1, Bernt Johansson, Sweden,
swimming,M,Road cycling,1976 Montreal,2, Giuseppe Martinelli, Italy,
swimming,M,Road cycling,1976 Montreal,3, Mieczysław Nowicki, Poland,
swimming,M,Road cycling,1980 Moscow,1, Sergei Sukhoruchenkov, Soviet Union,
swimming,M,Road cycling,1980 Moscow,2, Czesław Lang, Poland,
swimming,M,Road cycling,1980 Moscow,3, Yuri Barinov, Soviet Union,
swimming,M,Road cycling,1984 Los Angeles,1, Alexi Grewal, United States,
swimming,M,Road cycling,1984 Los Angeles,2, Steve Bauer, Canada,
swimming,M,Road cycling,1984 Los Angeles,3, Dag Otto Lauritzen, Norway,
swimming,M,Road cycling,1988 Seoul,1, Olaf Ludwig, East Germany,
swimming,M,Road cycling,1988 Seoul,2, Bernd Gröne, West Germany,
swimming,M,Road cycling,1988 Seoul,3, Christian Henn, West Germany,
swimming,M,Road cycling,1992 Barcelona,1, Fabio Casartelli, Italy,
swimming,M,Road cycling,1992 Barcelona,2, Erik Dekker, Netherlands,
swimming,M,Road cycling,1992 Barcelona,3, Dainis Ozols, Latvia,
swimming,M,Road cycling,1996 Atlanta,1, Pascal Richard, Switzerland,
swimming,M,Road cycling,1996 Atlanta,2, Rolf Sørensen, Denmark,
swimming,M,Road cycling,1996 Atlanta,3, Max Sciandri, Great Britain,
swimming,M,Road cycling,2000 Sydney,1, Jan Ullrich, Germany,
swimming,M,Road cycling,2000 Sydney,2, Alexander Vinokourov, Kazakhstan,
swimming,M,Road cycling,2000 Sydney,3, Andreas Klöden, Germany,
swimming,M,Road cycling,2004 Athens,1, Paolo Bettini, Italy,
swimming,M,Road cycling,2004 Athens,2, Sérgio Paulinho, Portugal,
swimming,M,Road cycling,2004 Athens,3, Axel Merckx, Belgium,
swimming,M,Road cycling,2008 Beijing,1, Samuel Sánchez, Spain,
swimming,M,Road cycling,2008 Beijing,2, Fabian Cancellara, Switzerland,
swimming,M,Road cycling,2008 Beijing,3, Alexandr Kolobnev, Russia,
swimming,M,Road cycling,2012 London,1, Alexander Vinokourov, Kazakhstan,
swimming,M,Road cycling,2012 London,2, Rigoberto Urán, Colombia,
swimming,M,Road cycling,2012 London,3, Alexander Kristoff, Norway,
swimming,M,Track cycling,2000 Sydney,1, Florian Rousseau, France,
swimming,M,Track cycling,2000 Sydney,2, Gary Neiwand, Australia,
swimming,M,Track cycling,2000 Sydney,3, Jens Fiedler, Germany,
swimming,M,Track cycling,2004 Athens,1, Ryan Bayley, Australia,
swimming,M,Track cycling,2004 Athens,2, José Antonio Escuredo, Spain,
swimming,M,Track cycling,2004 Athens,3, Shane Kelly, Australia,
swimming,M,Track cycling,2008 Beijing,1, Chris Hoy, Great Britain,
swimming,M,Track cycling,2008 Beijing,2, Ross Edgar, Great Britain,
swimming,M,Track cycling,2008 Beijing,3, Kiyofumi Nagai, Japan,
swimming,M,Track cycling,2012 London,1, Chris Hoy, Great Britain,
swimming,M,Track cycling,2012 London,2, Maximilian Levy, Germany,
swimming,M,Track cycling,2012 London,3, Simon van Velthooven, New Zealand,
swimming,M,Mountain bike,1996 Atlanta,1, Bart Brentjens, Netherlands,
swimming,M,Mountain bike,1996 Atlanta,2, Thomas Frischknecht, Switzerland,
swimming,M,Mountain bike,1996 Atlanta,3, Miguel Martinez, France,
swimming,M,Mountain bike,2000 Sydney,1, Miguel Martinez, France,
swimming,M,Mountain bike,2000 Sydney,2, Filip Meirhaeghe, Belgium,
swimming,M,Mountain bike,2000 Sydney,3, Christoph Sauser, Switzerland,
swimming,M,Mountain bike,2004 Athens,1, Julien Absalon, France,
swimming,M,Mountain bike,2004 Athens,2, José Antonio Hermida, Spain,
swimming,M,Mountain bike,2004 Athens,3, Bart Brentjens, Netherlands,
swimming,M,Mountain bike,2008 Beijing,1, Julien Absalon, France,
swimming,M,Mountain bike,2008 Beijing,2, Jean-Christophe Péraud, France,
swimming,M,Mountain bike,2008 Beijing,3, Nino Schurter, Switzerland,
swimming,M,Mountain bike,2012 London,1, Jaroslav Kulhavý, Czech Republic,
swimming,M,Mountain bike,2012 London,2, Nino Schurter, Switzerland,
swimming,M,Mountain bike,2012 London,3, Marco Aurelio Fontana, Italy,
swimming,M,BMX,2008 Beijing,1, Māris Štrombergs, Latvia,
swimming,M,BMX,2008 Beijing,2, Mike Day, United States,
swimming,M,BMX,2008 Beijing,3, Donny Robinson, United States,
swimming,M,BMX,2012 London,1, Māris Štrombergs, Latvia,
swimming,M,BMX,2012 London,2, Sam Willoughby, Australia,
swimming,M,BMX,2012 London,3, Carlos Oquendo, Colombia,
swimming,M,Road cycling,1928 Amsterdam,1, Denmark, Henry Hansen,
swimming,M,Road cycling,1928 Amsterdam,2, Great Britain, Jack Lauterwasser,
swimming,M,Road cycling,1928 Amsterdam,3, Sweden, Gösta Carlsson,
swimming,M,Road cycling,1932 Los Angeles,1, Italy, Giuseppe Olmo,
swimming,M,Road cycling,1932 Los Angeles,2, Denmark, Henry Hansen,
swimming,M,Road cycling,1932 Los Angeles,3, Sweden, Arne Berg,
swimming,M,Road cycling,1936 Berlin,1, France, Robert Charpentier,
swimming,M,Road cycling,1936 Berlin,2, Switzerland, Edgar Buchwalder,
swimming,M,Road cycling,1936 Berlin,3, Belgium, Auguste Garrebeek,
swimming,M,Road cycling,1948 London,1, Belgium, Léon Delathouwer,
swimming,M,Road cycling,1948 London,2, Great Britain, Robert John Maitland,
swimming,M,Road cycling,1948 London,3, France, José Beyaert,
swimming,M,Road cycling,1952 Helsinki,1, Belgium, Robert Grondelaers,
swimming,M,Road cycling,1952 Helsinki,2, Italy, Dino Bruni,
swimming,M,Road cycling,1952 Helsinki,3, France, Jacques Anquetil,
swimming,M,Road cycling,1956 Melbourne,1, France, Arnaud Geyre,
swimming,M,Road cycling,1956 Melbourne,2, Great Britain, Arthur Brittain,
swimming,M,Road cycling,1956 Melbourne,3, Germany, Reinhold Pommer,
table tennis,M,,1988 Seoul,1, (Yoo Nam Kyu), South Korea,
table tennis,M,,1988 Seoul,2, (Kim Ki-Taik), South Korea,
table tennis,M,,1988 Seoul,3, (Erik Lindh), Sweden,
table tennis,M,,1992 Barcelona,1, (Jan-Ove Waldner), Sweden,
table tennis,M,,1992 Barcelona,2, (Jean-Philippe Gatien), France,
table tennis,M,,1992 Barcelona,3, (Kim Taek-Soo/Ma Wenge/China), South Korea,
table tennis,M,,1996 Atlanta,1, (Liu Guoliang), China,
table tennis,M,,1996 Atlanta,2, (Wang Tao), China,
table tennis,M,,1996 Atlanta,3, (Jörg Roßkopf), Germany,
table tennis,M,,2000 Sydney,1, (Kong Linghui), China,
table tennis,M,,2000 Sydney,2, (Jan-Ove Waldner), Sweden,
table tennis,M,,2000 Sydney,3, (Liu Guoliang), China,
table tennis,M,,2004 Athens,1, (Ryu Seung-Min), South Korea,
table tennis,M,,2004 Athens,2, (Wang Hao), China,
table tennis,M,,2004 Athens,3, (Wang Liqin), China,
table tennis,M,,2008 Beijing,1, (Ma Lin), China,
table tennis,M,,2008 Beijing,2, (Wang Hao), China,
table tennis,M,,2008 Beijing,3, (Wang Liqin), China,
table tennis,M,,2012 London,1, (Zhang Jike), China,
table tennis,M,,2012 London,2, (Wang Hao), China,
table tennis,M,,2012 London,3, (Dimitrij Ovtcharov), Germany,
table tennis,M,,2008 Beijing,1, (),China,
table tennis,M,,2008 Beijing,2, (),Germany,
table tennis,M,,2008 Beijing,3, (), South Korea,
table tennis,M,,2012 London,1,, China,
table tennis,M,,2012 London,2,,South Korea,
table tennis,M,,2012 London,3,,Germany,
table tennis,F,,1988 Seoul,1, (Chen Jing), China,
table tennis,F,,1988 Seoul,2, (Li Huifen), China,
table tennis,F,,1988 Seoul,3, (Jiao Zhimin), China,
table tennis,F,,1992 Barcelona,1, (Deng Yaping), China,
table tennis,F,,1992 Barcelona,2, (Qiao Hong), China,
table tennis,F,,1992 Barcelona,3, (Li Bun-Hui/Hyun Jung-Hwa/South Korea), North Korea,
table tennis,F,,1996 Atlanta,1, (Deng Yaping), China,
table tennis,F,,1996 Atlanta,2, (Chen Jing), Chinese Taipei,
table tennis,F,,1996 Atlanta,3, (Qiao Hong), China,
table tennis,F,,2000 Sydney,1, (Wang Nan), China,
table tennis,F,,2000 Sydney,2, (Li Ju), China,
table tennis,F,,2000 Sydney,3, (Chen Jing), Chinese Taipei,
table tennis,F,,2004 Athens,1, (Zhang Yining), China,
table tennis,F,,2004 Athens,2, (Kim Hyang-Mi), North Korea,
table tennis,F,,2004 Athens,3, (Kim Kyung-Ah), South Korea,
table tennis,F,,2008 Beijing,1, (Zhang Yining), China,
table tennis,F,,2008 Beijing,2, (Wang Nan), China,
table tennis,F,,2008 Beijing,3, (Guo Yue), China,
table tennis,F,,2012 London,1, (Li Xiaoxia), China,
table tennis,F,,2012 London,2, (Ding Ning), China,
table tennis,F,,2012 London,3, (Feng Tianwei), Singapore,
table tennis,F,,1988 Seoul,1, (Chen Longcan/Wei Qingguang), China,
table tennis,F,,1988 Seoul,2, (Ilija Lupulesku/Zoran Primorac), Yugoslavia,
table tennis,F,,1988 Seoul,3, (Ahn Jae-Hyung/Yoo Nam-Kyu), South Korea,
table tennis,F,,1992 Barcelona,1, (Lü Lin/Wang Tao), China,
table tennis,F,,1992 Barcelona,2, (Steffen Fetzner/Jörg Roßkopf), Germany,
table tennis,F,,1992 Barcelona,3, (Kang Hee-Chan/Lee Chul-Seung/Kim Taek-Soo/Yoo Nam-Kyu/South Korea), South Korea,
table tennis,F,,1996 Atlanta,1, (Liu Guoliang/Kong Linghui), China,
table tennis,F,,1996 Atlanta,2, (Lü Lin/Wang Tao), China,
table tennis,F,,1996 Atlanta,3, (Lee Chul-Seung/Yoo Nam-Kyu), South Korea,
table tennis,F,,2000 Sydney,1, (Wang Liqin/Yan Sen), China,
table tennis,F,,2000 Sydney,2, (Liu Guoliang/Kong Linghui), China,
table tennis,F,,2000 Sydney,3, (Jean-Philippe Gatien/Patrick Chila), France,
table tennis,F,,2004 Athens,1, (Chen Qi/Ma Lin), China,
table tennis,F,,2004 Athens,2, (Ko Lai Chak/Li Ching), Hong Kong,
table tennis,F,,2004 Athens,3, (Michael Maze/Finn Tugwell), Denmark,
table tennis,F,,1988 Seoul,1, (Hyun Jung-Hwa/Yang Young-Ja), South Korea,
table tennis,F,,1988 Seoul,2, (Chen Jing/Jiao Zhimin), China,
table tennis,F,,1988 Seoul,3, (Jasna Fazlić/Gordana Perkučin), Yugoslavia,
table tennis,F,,1992 Barcelona,1, (Deng Yaping/Qiao Hong), China,
table tennis,F,,1992 Barcelona,2, (Chen Zihe/Gao Jun), China,
table tennis,F,,1992 Barcelona,3, (Li Bun-Hui/Yu Sun-Bok/Hyun Jung-Hwa/Hong Cha-Ok/South Korea), North Korea,
table tennis,F,,1996 Atlanta,1, (Deng Yaping/Qiao Hong), China,
table tennis,F,,1996 Atlanta,2, (Liu Wei/Qiao Yunping), China,
table tennis,F,,1996 Atlanta,3, (Park Hae-Jung/Ryu Ji-Hae), South Korea,
table tennis,F,,2000 Sydney,1, (Li Ju/Wang Nan), China,
table tennis,F,,2000 Sydney,2, (Sun Jin/Yang Ying), China,
table tennis,F,,2000 Sydney,3, (Kim Moo-Kyo/Ryu Ji-Hae), South Korea,
table tennis,F,,2004 Athens,1, (Wang Nan/Zhang Yining), China,
table tennis,F,,2004 Athens,2, (Lee Eun-Sil/Seok Eun-Mi), South Korea,
table tennis,F,,2004 Athens,3, (Guo Yue/Niu Jianfeng), China,
tennis,,,1896 Athens,1, (John Pius Boland), Great Britain,
tennis,,,1896 Athens,2, (Dionysios Kasdaglis), Greece,
tennis,,,1896 Athens,3, (Momčilo Tapavica/Konstantinos Paspatis/Greece), Hungary,
tennis,,,1900 Paris,1, (Laurence Doherty), Great Britain,
tennis,,,1900 Paris,2, (Harold Mahony), Great Britain,
tennis,,,1900 Paris,3, (Reginald Doherty/Arthur Norris/Great Britain), Great Britain,
tennis,,,1904 St. Louis,1, (Beals Wright), United States,
tennis,,,1904 St. Louis,2, (Robert LeRoy), United States,
tennis,,,1904 St. Louis,3, (Alphonzo Bell/Edgar Leonard/United States), United States,
tennis,,,1908 London,1, (Josiah Ritchie), Great Britain,
tennis,,,1908 London,2, (Otto Froitzheim), Germany,
tennis,,,1908 London,3, (Wilberforce Eaves), Great Britain,
tennis,,,1912 Stockholm,1, (Charles Winslow), South Africa,
tennis,,,1912 Stockholm,2, (Harold Kitson), South Africa,
tennis,,,1912 Stockholm,3, (Oscar Kreuzer), Germany,
tennis,,,1920 Antwerp,1, (Louis Raymond), South Africa,
tennis,,,1920 Antwerp,2, (Ichiya Kumagae), Japan,
tennis,,,1920 Antwerp,3, (Charles Winslow), South Africa,
tennis,,,1924 Paris,1, (Vincent Richards), United States,
tennis,,,1924 Paris,2, (Henri Cochet), France,
tennis,,,1924 Paris,3, (Umberto De Morpurgo), Italy,
tennis,,,1988 Seoul,1, (Miloslav Mečíř), Czechoslovakia,
tennis,,,1988 Seoul,2, (Tim Mayotte), United States,
tennis,,,1988 Seoul,3, (Stefan Edberg/Brad Gilbert/United States), Sweden,
tennis,,,1992 Barcelona,1, (Marc Rosset), Switzerland,
tennis,,,1992 Barcelona,2, (Jordi Arrese), Spain,
tennis,,,1992 Barcelona,3, (Andrei Cherkasov/Goran Ivanišević/Croatia), Unified Team,
tennis,,,1996 Atlanta,1, (Andre Agassi), United States,
tennis,,,1996 Atlanta,2, (Sergi Bruguera), Spain,
tennis,,,1996 Atlanta,3, (Leander Paes), India,
tennis,,,2000 Sydney,1, (Yevgeny Kafelnikov), Russia,
tennis,,,2000 Sydney,2, (Tommy Haas), Germany,
tennis,,,2000 Sydney,3, (Arnaud Di Pasquale), France,
tennis,,,2004 Athens,1, (Nicolás Massú), Chile,
tennis,,,2004 Athens,2, (Mardy Fish), United States,
tennis,,,2004 Athens,3, (Fernando González), Chile,
tennis,,,2008 Beijing,1, (Rafael Nadal), Spain,
tennis,,,2008 Beijing,2, (Fernando González), Chile,
tennis,,,2008 Beijing,3, (Novak Djokovic), Serbia,
tennis,,,2012 London,1, (Andy Murray), Great Britain,
tennis,,,2012 London,2, (Roger Federer), Switzerland,
tennis,,,2012 London,3, (Juan Martín del Potro), Argentina,
tennis,,,1900 Paris,1, (Charlotte Cooper), Great Britain,
tennis,,,1900 Paris,2, (Hélène Prévost), France,
tennis,,,1900 Paris,3, (Marion Jones/Hedwiga Rosenbaumová/Bohemia), United States,
tennis,,,1908 London,1, (Dorothea Lambert Chambers), Great Britain,
tennis,,,1908 London,2, (Dora Boothby), Great Britain,
tennis,,,1908 London,3, (Joan Winch), Great Britain,
tennis,,,1912 Stockholm,1, (Marguerite Broquedis), France,
tennis,,,1912 Stockholm,2, (Dorothea Köring), Germany,
tennis,,,1912 Stockholm,3, (Molla Bjurstedt), Norway,
tennis,,,1920 Antwerp,1, (Suzanne Lenglen), France,
tennis,,,1920 Antwerp,2, (Dorothy Holman), Great Britain,
tennis,,,1920 Antwerp,3, (Kitty McKane), Great Britain,
tennis,,,1924 Paris,1, (Helen Wills), United States,
tennis,,,1924 Paris,2, (Julie Vlasto), France,
tennis,,,1924 Paris,3, (Kitty McKane), Great Britain,
tennis,,,1988 Seoul,1, (Steffi Graf), West Germany,
tennis,,,1988 Seoul,2, (Gabriela Sabatini), Argentina,
tennis,,,1988 Seoul,3, (Zina Garrison/Manuela Maleeva/Bulgaria), United States,
tennis,,,1992 Barcelona,1, (Jennifer Capriati), United States,
tennis,,,1992 Barcelona,2, (Steffi Graf), Germany,
tennis,,,1992 Barcelona,3, (Mary Joe Fernández/Arantxa Sánchez Vicario/Spain), United States,
tennis,,,1996 Atlanta,1, (Lindsay Davenport), United States,
tennis,,,1996 Atlanta,2, (Arantxa Sánchez Vicario), Spain,
tennis,,,1996 Atlanta,3, (Jana Novotná), Czech Republic,
tennis,,,2000 Sydney,1, (Venus Williams), United States,
tennis,,,2000 Sydney,2, (Elena Dementieva), Russia,
tennis,,,2000 Sydney,3, (Monica Seles), United States,
tennis,,,2004 Athens,1, (Justine Henin-Hardenne), Belgium,
tennis,,,2004 Athens,2, (Amélie Mauresmo), France,
tennis,,,2004 Athens,3, (Alicia Molik), Australia,
tennis,,,2008 Beijing,1, (Elena Dementieva), Russia,
tennis,,,2008 Beijing,2, (Dinara Safina), Russia,
tennis,,,2008 Beijing,3, (Vera Zvonareva), Russia,
tennis,,,2012 London,1, (Serena Williams), United States,
tennis,,,2012 London,2, (Maria Sharapova), Russia,
tennis,,,2012 London,3, (Victoria Azarenka), Belarus,
tennis,,,1896 Athens,1, (John Pius Boland/Friedrich Traun/Germany), Great Britain,
tennis,,,1896 Athens,2, (Demetrios Petrokokkinos/Dionysios Kasdaglis), Greece,
tennis,,,1896 Athens,3, (Edwin Flack/George Robertson/Great Britain), Australia,
tennis,,,1900 Paris,1, (Laurence Doherty/Reginald Doherty), Great Britain,
tennis,,,1900 Paris,2, (Max Décugis/Basil Spalding de Garmendia/United States), France,
tennis,,,1900 Paris,3, (Georges de la Chapelle/André Prévost), France,
tennis,,, Harold Mahony,1, (Edgar Leonard/Beals Wright), United States,
tennis,,, Harold Mahony,2, (Alphonzo Bell/Robert LeRoy), United States,
tennis,,, Harold Mahony,3, (Joseph Wear/Allen West), United States,
tennis,,, Clarence Gamble,1, (George Hillyard/Reginald Doherty), Great Britain,
tennis,,, Clarence Gamble,2, (Josiah Ritchie/James Parke), Great Britain,
tennis,,, Clarence Gamble,3, (Clement Cazalet/Charles Dixon), Great Britain,
tennis,,,1912 Stockholm,1, (Harry Kitson/Charles Winslow), South Africa,
tennis,,,1912 Stockholm,2, (Arthur Zborzil/Fritz Pipes), Austria,
tennis,,,1912 Stockholm,3, (Albert Canet/Edouard Mény de Marangue), France,
tennis,,,1920 Antwerp,1, (Oswald Turnbull/Maxwell Woosnam), Great Britain,
tennis,,,1920 Antwerp,2, (Ichiya Kumagae/Seiichiro Kashio), Japan,
tennis,,,1920 Antwerp,3, (Max Décugis/Pierre Albarran), France,
tennis,,,1924 Paris,1, (Vincent Richards/Francis Hunter), United States,
tennis,,,1924 Paris,2, (Jacques Brugnon/Henri Cochet), France,
tennis,,,1924 Paris,3, (Jean Borotra/René Lacoste), France,
tennis,,,1988 Seoul,1, (Ken Flach/Robert Seguso), United States,
tennis,,,1988 Seoul,2, (Emilio Sánchez/Sergio Casal), Spain,
tennis,,,1988 Seoul,3, (Miloslav Mečíř/Milan Šrejber), Czechoslovakia,
tennis,,, Stefan Edberg,1, (Boris Becker/Michael Stich), Germany,
tennis,,, Stefan Edberg,2, (Wayne Ferreira/Piet Norval), South Africa,
tennis,,, Stefan Edberg,3, (Javier Frana/Christian Miniussi), Argentina,
tennis,,, Goran Ivanišević,1, (Todd Woodbridge/and/Mark Woodforde), Australia,
tennis,,, Goran Ivanišević,2, (Neil Broad/Tim Henman), Great Britain,
tennis,,, Goran Ivanišević,3, (Marc-Kevin Goellner/David Prinosil), Germany,
tennis,,,2000 Sydney,1, (Sébastien Lareau/Daniel Nestor), Canada,
tennis,,,2000 Sydney,2, (Todd Woodbridge/and/Mark Woodforde), Australia,
tennis,,,2000 Sydney,3, (Àlex Corretja/Albert Costa), Spain,
tennis,,,2004 Athens,1, (Fernando González/Nicolás Massú), Chile,
tennis,,,2004 Athens,2, (Nicolas Kiefer/Rainer Schüttler), Germany,
tennis,,,2004 Athens,3, (Mario Ančić/Ivan Ljubičić), Croatia,
tennis,,,2008 Beijing,1, (Roger Federer/Stanislas Wawrinka), Switzerland,
tennis,,,2008 Beijing,2, (Simon Aspelin/Thomas Johansson), Sweden,
tennis,,,2008 Beijing,3, (Bob Bryan/and/Mike Bryan), United States,
tennis,,,2012 London,1, (Bob Bryan/and/Mike Bryan), United States,
tennis,,,2012 London,2, (Michaël Llodra/Jo-Wilfried Tsonga), France,
tennis,,,2012 London,3, (Julien Benneteau/Richard Gasquet), France,
tennis,,,1920 Antwerp,1, (Margaret McNair/Kitty McKane), Great Britain,
tennis,,,1920 Antwerp,2, (Geraldine Beamish/Dorothy Holman), Great Britain,
tennis,,,1920 Antwerp,3, (Suzanne Lenglen/Élisabeth d'Ayen), France,
tennis,,,1924 Paris,1, (Hazel Wightman/Helen Wills), United States,
tennis,,,1924 Paris,2, (Phyllis Covell/Kitty McKane), Great Britain,
tennis,,,1924 Paris,3, (Dorothy Shepherd-Barron/Evelyn Colyer), Great Britain,
tennis,,,1988 Seoul,1, (Pam Shriver/Zina Garrison), United States,
tennis,,,1988 Seoul,2, (Jana Novotná/Helena Suková), Czechoslovakia,
tennis,,,1988 Seoul,3, (Elizabeth Smylie/Wendy Turnbull), Australia,
tennis,,, Steffi Graf,1, (Gigi Fernández/Mary Joe Fernández), United States,
tennis,,, Steffi Graf,2, (Conchita Martínez/Arantxa Sánchez Vicario), Spain,
tennis,,, Steffi Graf,3, (Rachel McQuillan/Nicole Bradtke), Australia,
tennis,,, Leila Meskhi,1, (Gigi Fernández/Mary Joe Fernández), United States,
tennis,,, Leila Meskhi,2, (Jana Novotná/Helena Suková), Czech Republic,
tennis,,, Leila Meskhi,3, (Conchita Martínez/Arantxa Sánchez Vicario), Spain,
tennis,,,2000 Sydney,1, (Serena Williams/and/Venus Williams), United States,
tennis,,,2000 Sydney,2, (Kristie Boogert/Miriam Oremans), Netherlands,
tennis,,,2000 Sydney,3, (Els Callens/Dominique Van Roost), Belgium,
tennis,,,2004 Athens,1, (Li Ting/Sun Tiantian), China,
tennis,,,2004 Athens,2, (Conchita Martínez/Virginia Ruano Pascual), Spain,
tennis,,,2004 Athens,3, (Paola Suárez/Patricia Tarabini), Argentina,
tennis,,,2008 Beijing,1, (Serena Williams/and/Venus Williams), United States,
